,Time,Replicate,media,OD,Strain
349,57,2,DM29 + Fucose,0.13759999,Strain 289
350,57,2,DM29 + Succinate,0.066799998,Strain 289
351,57,2,DM29 + Sorbitol,0.364100017,Strain 289
352,57,2,DM29 + Mannitol,0.111799993,Strain 289
353,57,2,DM29 + Trehalose,0.116599992,Strain 289
354,57,3,DM29 + GalNAc,0.145899996,Strain 289
355,57,3,DM29 + Fucose,0.138699994,Strain 289
356,57,3,DM29 + Succinate,0.065299988,Strain 289
357,57,3,DM29 + Sorbitol,0.263599999,Strain 289
358,57,3,DM29 + Mannitol,0.120599992,Strain 289
359,57,3,DM29 + Trehalose,0.144500002,Strain 289
360,60,1,DM29 + GalNAc,0.14670001,Strain 289
361,60,1,DM29 + Fucose,0.122499988,Strain 289
362,60,1,DM29 + Succinate,0.046999991,Strain 289
363,60,1,DM29 + Sorbitol,0.271799989,Strain 289
364,60,1,DM29 + Mannitol,0.097400002,Strain 289
365,60,1,DM29 + Trehalose,0.159899995,Strain 289
366,60,2,DM29 + GalNAc,0.130099997,Strain 289
367,60,2,DM29 + Fucose,0.090399995,Strain 289
368,60,2,DM29 + Succinate,0.052499995,Strain 289
369,60,2,DM29 + Sorbitol,0.339100011,Strain 289
370,60,2,DM29 + Mannitol,0.099,Strain 289
371,60,2,DM29 + Trehalose,0.099099994,Strain 289
372,60,3,DM29 + GalNAc,0.148100004,Strain 289
373,60,3,DM29 + Fucose,0.113700002,Strain 289
374,60,3,DM29 + Succinate,0.0528,Strain 289
375,60,3,DM29 + Sorbitol,0.239100017,Strain 289
376,60,3,DM29 + Mannitol,0.105600007,Strain 289
377,60,3,DM29 + Trehalose,0.114799991,Strain 289
378,63,1,DM29 + GalNAc,0.140800014,Strain 289
379,63,1,DM29 + Fucose,0.117400005,Strain 289
380,63,1,DM29 + Succinate,0.03989999,Strain 289
381,63,1,DM29 + Sorbitol,0.327699997,Strain 289
382,63,1,DM29 + Mannitol,0.094100006,Strain 289
383,63,1,DM29 + Trehalose,0.160300001,Strain 289
384,63,2,DM29 + GalNAc,0.125300005,Strain 289
385,63,2,DM29 + Fucose,0.081100002,Strain 289
386,63,2,DM29 + Succinate,0.046999991,Strain 289
387,63,2,DM29 + Sorbitol,0.42800001,Strain 289
388,63,2,DM29 + Mannitol,0.096099995,Strain 289
389,63,2,DM29 + Trehalose,0.082599997,Strain 289
390,63,3,DM29 + GalNAc,0.147499994,Strain 289
391,63,3,DM29 + Fucose,0.112599999,Strain 289
392,63,3,DM29 + Succinate,0.045399994,Strain 289
393,63,3,DM29 + Sorbitol,0.257799991,Strain 289
394,63,3,DM29 + Mannitol,0.099200003,Strain 289
395,63,3,DM29 + Trehalose,0.110599995,Strain 289
396,66,1,DM29 + GalNAc,0.100600004,Strain 289
397,66,1,DM29 + Fucose,0.094300002,Strain 289
398,66,1,DM29 + Succinate,0.042999998,Strain 289
399,66,1,DM29 + Sorbitol,0.224900015,Strain 289
400,66,1,DM29 + Mannitol,0.093699999,Strain 289
401,66,1,DM29 + Trehalose,0.146300003,Strain 289
402,66,2,DM29 + GalNAc,0.105800003,Strain 289
403,66,2,DM29 + Fucose,0.069700003,Strain 289
404,66,2,DM29 + Succinate,0.044999987,Strain 289
405,66,2,DM29 + Sorbitol,0.331299998,Strain 289
406,66,2,DM29 + Mannitol,0.094399996,Strain 289
407,66,2,DM29 + Trehalose,0.080899999,Strain 289
408,66,3,DM29 + GalNAc,0.137500003,Strain 289
409,66,3,DM29 + Fucose,0.096000001,Strain 289
410,66,3,DM29 + Succinate,0.043299988,Strain 289
