,Time,Replicate,media,OD,Strain
455,48,3,CM,0.345666656,MS013
456,48,1,CM,0.433866659,MS014
457,48,2,CM,0.453466693,MS014
458,48,3,CM,0.442966679,MS014
459,51,1,CM,0.221066663,MS001
460,51,2,CM,0.22326667,MS001
461,51,3,CM,0.259266654,MS001
462,51,1,CM,0.433466652,MS002
463,51,2,CM,0.436966637,MS002
464,51,3,CM,0.441866675,MS002
465,51,1,CM,0.408866683,MS004
466,51,2,CM,0.431966642,MS004
467,51,3,CM,0.433366695,MS004
468,51,1,CM,0.586066643,MS006
469,51,2,CM,0.648366669,MS006
470,51,3,CM,0.549566666,MS006
471,51,1,CM,0.389666656,MS008
472,51,2,CM,0.404266695,MS008
473,51,3,CM,0.381566683,MS008
474,51,1,CM,0.41836665,MS010
475,51,2,CM,0.45476667,MS010
476,51,3,CM,0.450566689,MS010
477,51,1,CM,0.413566688,MS011
478,51,2,CM,0.42686669,MS011
479,51,3,CM,0.426666657,MS011
480,51,1,CM,0.310066679,MS013
481,51,2,CM,0.31036667,MS013
482,51,3,CM,0.331966678,MS013
483,51,1,CM,0.388166646,MS014
484,51,2,CM,0.452566663,MS014
485,51,3,CM,0.427666644,MS014
486,54,1,CM,0.19476668,MS001
487,54,2,CM,0.197466681,MS001
488,54,3,CM,0.228766659,MS001
489,54,1,CM,0.395966688,MS002
490,54,2,CM,0.398366669,MS002
491,54,3,CM,0.408566693,MS002
492,54,1,CM,0.392966667,MS004
493,54,2,CM,0.41926668,MS004
494,54,3,CM,0.422566691,MS004
495,54,1,CM,0.611566642,MS006
496,54,2,CM,0.664566675,MS006
497,54,3,CM,0.569866637,MS006
498,54,1,CM,0.385166684,MS008
499,54,2,CM,0.397566656,MS008
500,54,3,CM,0.374266664,MS008
501,54,1,CM,0.357866654,MS010
502,54,2,CM,0.39046667,MS010
503,54,3,CM,0.385066668,MS010
504,54,1,CM,0.404566685,MS011
505,54,2,CM,0.418866673,MS011
506,54,3,CM,0.419466654,MS011
507,54,1,CM,0.296666661,MS013
508,54,2,CM,0.297566662,MS013
509,54,3,CM,0.320266673,MS013
510,54,1,CM,0.355066666,MS014
511,54,2,CM,0.431466678,MS014
512,54,3,CM,0.406666676,MS014
513,57,1,CM,0.179466674,MS001
514,57,2,CM,0.184266666,MS001
515,57,3,CM,0.208566675,MS001
516,57,1,CM,0.36586667,MS002
517,57,2,CM,0.367066661,MS002
518,57,3,CM,0.380466679,MS002
519,57,1,CM,0.403066674,MS004
520,57,2,CM,0.412266651,MS004
521,57,3,CM,0.440266648,MS004
522,57,1,CM,0.635366658,MS006
523,57,2,CM,0.699666658,MS006
524,57,3,CM,0.602066675,MS006
525,57,1,CM,0.38226668,MS008
526,57,2,CM,0.392666677,MS008
527,57,3,CM,0.369766662,MS008
528,57,1,CM,0.342666665,MS010
529,57,2,CM,0.36406667,MS010
530,57,3,CM,0.37316666,MS010
531,57,1,CM,0.400066653,MS011
532,57,2,CM,0.416666666,MS011
533,57,3,CM,0.415466646,MS011
534,57,1,CM,0.288366655,MS013
535,57,2,CM,0.288466671,MS013
536,57,3,CM,0.313366661,MS013
537,57,1,CM,0.33916668,MS014
538,57,2,CM,0.404266695,MS014
539,57,3,CM,0.386366645,MS014
540,60,1,CM,0.167266676,MS001
541,60,2,CM,0.173866669,MS001
542,60,3,CM,0.192266652,MS001
543,60,1,CM,0.332066664,MS002
544,60,2,CM,0.331166664,MS002
545,60,3,CM,0.347166667,MS002
546,60,1,CM,0.371566663,MS004
547,60,2,CM,0.403966645,MS004
548,60,3,CM,0.405466655,MS004
549,60,1,CM,0.652166644,MS006
550,60,2,CM,0.71416668,MS006
551,60,3,CM,0.62346665,MS006
552,60,1,CM,0.376366654,MS008
553,60,2,CM,0.386266688,MS008
554,60,3,CM,0.361466656,MS008
555,60,1,CM,0.328366676,MS010
556,60,2,CM,0.352466652,MS010
557,60,3,CM,0.355366657,MS010
558,60,1,CM,0.387666682,MS011
559,60,2,CM,0.402866641,MS011
560,60,3,CM,0.406766692,MS011
561,60,1,CM,0.281166652,MS013
562,60,2,CM,0.279566655,MS013
563,60,3,CM,0.307566652,MS013
564,60,1,CM,0.325266669,MS014
